Set	MTP	PCA1	PCA2	PCA3	PCA4	PCA5	PCA6	PCA7	PCA8	PCA9	PCA10	PCA11	PCA12	PCA13	PCA14	PCA15	PCA16	PCA17	PCA18	PCA19	PCA20	PCA21	PCA22	PCA23	PCA24	PCA25	PCA26	PCA27	PCA28	PCA29	PCA30
0	96.5	-5.963	1.7001	-3.3398	2.178	-0.2545	-0.7795	-1.3015	1.2642	0.405	-2.1628	1.2665	-1.14956	1.57909	-0.51304	0.29784	2.8342	-0.25152	-0.1568	-0.86164	-0.47383	-0.04587	-0.80959	0.4225	-0.2512	0.02492	0.09091	0.69672	0.04655	0.49247	-1.01217
0	96.5	12.7318	0.5708	2.2953	2.7989	-0.7124	0.8157	0.2329	1.77361	-2.15051	-0.2489	-0.3938	-0.64063	0.28052	1.45179	0.60768	0.53791	-0.53643	-0.0945	1.54965	-1.12356	-1.59322	-0.23344	0.6206	0.81635	-0.4699	0.12088	-0.04584	0.27559	0.58666	-2.18581
0	96.5	-0.4452	0.9291	0.0578	-2.4818	2.5356	-1.7096	2.8926	1.36629	-0.74356	1.7407	2.0605	-3.44335	0.5446	-0.26695	-0.60301	-1.05119	2.1419	-0.9055	-3.63025	-3.1237	1.66953	1.07999	-0.2157	1.37546	-1.47212	-1.29008	1.74666	1.32987	-0.46187	-1.03889
0	96.5	8.3776	1.824	1.4437	2.9702	0.1856	0.858	-0.5496	1.80539	-0.60905	-0.4943	-1.1983	-0.07041	0.09782	-1.52672	1.27898	-0.36851	0.12849	0.3419	0.26248	-0.01352	0.18409	0.23175	0.6748	0.33402	-0.24593	0.29431	0.40382	-0.67422	-1.26922	-0.53028
0	97	4.7504	5.3522	1.6937	2.0947	1.7344	-0.5505	0.7987	0.41536	-0.19029	0.3871	-0.1171	0.66169	-0.18344	0.96054	0.58491	-0.46748	-0.31038	-0.7008	-0.0529	-0.95758	-0.93917	-0.74946	-0.1469	-0.31894	-0.40694	-0.12987	0.13632	1.0466	0.25361	0.86933
0	97	8.5997	3.9453	2.8087	-2.1734	0.2128	-2.6027	2.9567	-1.56976	-0.67477	0.2948	0.2825	-2.41871	1.64577	0.00279	-1.90635	-0.02372	0.59635	-0.5313	-1.32515	-3.57016	-0.13769	0.2885	0.2724	1.51785	-1.5627	-2.23804	0.10782	0.58916	0.08796	-2.2437
0	97	0.4825	2.2691	0.1381	0.549	-2.2242	0.742	0.6117	-0.63101	0.5337	-2.0563	-0.9035	-0.80239	0.30684	0.32854	-1.91486	-0.36359	-0.64341	0.7141	0.84372	-1.0067	0.85824	0.34921	0.5369	0.42202	-1.09817	-0.25151	0.37108	0.96439	0.06802	0.89302
0	97	-8.2379	-0.3255	-6.444	-10.6242	11.1004	-2.4689	-4.8024	1.5865	-5.60314	-2.9803	-6.5579	2.63259	-0.56844	2.37016	-2.87812	1.86648	0.11327	1.1118	1.55582	-2.20997	-0.80377	-1.72284	0.513	0.29609	-0.65375	0.33066	0.58238	-1.06744	-0.22097	-0.05516
0	97	9.894	1.2196	-0.5018	0.0705	-0.7777	-1.3082	0.5272	-1.479	0.63997	0.5096	0.832	1.77826	-0.3848	1.89184	0.28898	-0.08781	-1.70032	0.1208	0.30781	-1.21578	-1.22552	-0.99991	0.0946	0.5401	-0.54026	0.67102	0.36493	-0.26069	0.15998	-0.46188
0	97	3.7711	-7.7455	2.818	-3.8655	0.4988	-1.7364	1.5022	-2.76643	4.31471	0.907	-1.5704	4.24489	-0.4887	0.75781	1.0684	0.59378	0.32475	-0.0907	0.86677	-0.41733	2.10972	1.60453	-0.836	-0.54936	0.73193	0.23974	0.19517	2.14434	-0.30235	-1.00742
0	97	10.7235	3.8977	0.4145	-0.8956	-0.2014	-0.2293	0.7654	0.03485	-0.8344	-0.1294	-0.8295	-1.08541	-2.12786	-0.71283	1.51032	-0.08454	-1.64532	0.1814	-0.01264	0.02765	-1.37645	-0.75613	-0.0912	-0.36869	0.90676	-0.66996	-0.41507	0.37132	-1.55622	0.66116
0	97	9.2009	-6.2389	-1.268	3.2228	0.6621	0.9388	3.3104	0.53835	-0.55745	-0.171	-0.0944	0.57449	-0.60936	0.81114	-0.18868	0.77628	-0.88953	0.7037	0.61273	-1.92083	1.60399	-0.38092	-0.2571	-2.12389	-0.80974	-1.45436	-1.50162	0.3203	0.89348	1.4751
0	97.5	11.6828	2.6917	2.1965	1.819	0.803	-1.2244	1.4392	0.49927	-0.59778	-0.6365	-0.3317	-0.46693	-0.68114	-1.89259	0.26038	0.10493	-2.77065	1.0355	0.37776	-1.62434	-1.05996	-0.33239	0.2583	-0.05432	-0.25706	0.4853	-0.51758	-0.11267	-0.96162	0.13138
0	97.5	7.5543	-3.4092	2.1928	3.5867	2.364	1.4347	-0.1256	2.73232	0.66764	-0.1683	-0.3128	0.46805	0.16958	0.16361	0.73997	-0.6484	1.05663	-0.4819	-0.51146	0.66502	0.62698	-0.58944	-0.0729	0.37273	-0.59204	-0.69837	1.18969	-0.30255	0.05703	0.46613
0	97.5	-3.2794	-0.0292	1.8814	-0.59	-2.4227	0.4131	2.2294	-1.8001	-2.46595	-0.5199	-1.6176	-2.14038	-0.7134	-0.37303	-3.07062	0.38442	-3.06823	-0.271	-1.10931	0.93711	1.46939	0.9105	0.4034	0.379	-0.84599	1.42142	0.27928	-0.61489	0.26554	0.14282
0	97.5	4.762	1.6723	0.5908	0.7796	0.6019	-1.0735	-3.2746	-2.87106	0.60903	-0.8288	0.7132	-1.29082	-0.46083	-0.1622	-0.68402	0.77839	-0.57576	0.2721	0.05581	-0.33241	-0.46534	0.36912	0.0826	-0.09914	0.24051	0.22727	0.21137	0.42617	0.49917	0.19052
0	97.5	2.325	7.5469	-2.9272	2.026	0.6051	0.1728	-0.546	0.01188	-0.14913	0.0163	-0.1821	-0.65626	0.28314	1.85128	0.20285	-0.88151	0.59773	-0.8913	-0.79195	-0.4855	-1.05347	0.17047	0.4176	-0.67368	1.0535	0.23016	0.39295	-0.39077	0.80667	-0.80606
0	97.5	4.307	3.9017	-1.0912	2.0933	1.1963	0.3874	-0.0385	0.19627	0.98653	-0.9926	-0.4711	-0.09868	0.08906	-1.10406	0.02254	0.11793	-1.02794	0.4491	-0.93892	0.33125	-0.30751	0.1176	-0.1666	0.00964	-0.00834	0.6831	0.54083	-0.27116	-0.71959	0.96458
0	97.800003	11.7388	-7.1049	1.7014	2.5631	3.1148	0.769	0.8902	1.75671	1.22443	-0.682	-0.0453	-0.17226	0.78934	0.5966	0.11337	0.12492	0.31701	-0.1957	-0.39441	0.95129	0.10822	-0.28088	-0.5015	1.10849	-0.699	-0.65822	1.43935	-0.01735	1.01385	0.09534
0	98	13.6394	2.1458	-0.3387	-1.3149	-0.3886	-2.7797	1.6021	-1.0321	-0.81332	0.6657	1.3971	-0.73065	1.36516	-0.34125	0.54104	-0.36488	-0.81434	-0.9613	0.1926	-2.44	-0.62293	0.00814	0.4605	0.78316	-2.59304	-0.36262	1.94596	-0.1564	1.20751	-1.80835
0	98	-33.3856	-15.4434	-10.0011	7.0741	-2.5125	-2.4036	0.3714	-8.86272	-6.66913	6.1264	-2.0812	-0.32645	-0.76974	-0.67686	2.7081	-2.17198	-3.21842	-2.8384	0.02657	-2.35913	-2.70694	0.70985	2.0169	-0.12493	-1.45188	2.63776	1.92056	0.92872	-2.60128	-1.38769
0	98	3.4366	3.5468	1.2273	2.259	1.3048	0.0204	0.8795	0.97959	-0.47462	0.3569	0.3877	0.77707	-0.11094	1.49881	-0.09799	0.78411	-0.48001	0.2416	-0.42513	-1.1421	-0.97784	-0.63116	-0.591	-1.37637	0.09592	0.41406	-1.20881	-0.07601	-0.44558	0.39964
0	98	0.828	0.4702	-0.27	-2.4795	2.53	-1.4434	2.8979	1.58507	-0.89832	1.6056	2.1766	-3.72127	0.74337	-0.22458	-0.67036	-1.05226	1.90163	-0.728	-3.57902	-3.06256	1.50939	1.34103	-0.3396	1.59574	-1.55304	-1.18426	1.79482	1.54856	-0.30854	-1.04531
0	98	5.1072	-0.4416	-1.5368	-0.927	-0.7619	0.6997	0.7427	0.73442	0.58407	-0.0318	0.5932	0.21074	0.95424	-0.43509	0.10387	1.2541	-0.37418	0.2831	-1.05351	-0.19623	0.28106	-0.39037	1.0032	0.58461	0.71671	-0.53973	-0.12196	0.015	-0.64518	0.56465
0	98	5.2657	3.8464	-3.192	0.0652	1.6461	-2.7067	1.2077	-0.72294	-0.44091	0.8975	2.0186	-0.36314	2.27311	1.11835	0.73299	-0.32513	-1.79394	1.0591	2.61406	1.49493	0.80897	0.64966	1.0586	-1.05893	-1.05239	0.53488	0.21913	-0.59032	-0.79677	0.01056
0	98	7.6024	2.4199	-0.3391	2.6844	1.124	0.5977	-0.3423	1.43497	0.04568	-0.7478	-0.4856	-0.39824	-0.16097	-0.76341	0.6857	-1.01159	-0.55445	0.1614	-0.33737	0.06145	-0.55991	0.30538	0.0538	-0.30634	-0.09505	0.74722	0.56269	-0.54196	-0.77336	-0.15716
0	98	7.8327	-5.4833	-1.2537	0.7519	1.1009	-0.0889	1.9439	-0.79968	-0.27181	1.4271	0.094	0.76274	0.76098	-0.87395	-0.0221	0.90089	-0.26809	-0.0018	-0.83541	-0.00815	0.01315	-0.17103	0.6264	0.88679	1.228	-1.00882	-0.28256	-0.40839	0.82684	-0.01398
0	98	-0.4819	5.2506	-3.0007	1.902	0.154	0.7005	-0.6887	-1.16717	2.3742	-1.3265	-0.446	1.26795	0.25808	0.39806	1.33123	-0.1149	0.25351	0.495	-0.31055	-0.30176	0.03447	-0.42808	0.6715	-0.26081	-0.02402	0.51978	-0.20949	-0.40515	-0.65729	0.08021
0	98	-2.8798	-0.4437	-2.6248	-1.2077	-1.8959	1.58	0.4654	-0.30771	-1.0424	1.0878	0.5523	0.19729	1.03592	-2.32678	-0.02099	1.07611	0.73677	0.5288	-0.20808	0.24145	-0.07557	0.20567	-0.5241	1.31166	-0.50271	0.12907	0.06746	0.70121	-0.03716	0.57471
0	98	-11.758	-7.9111	6.0151	-0.9088	0.6127	0.714	3.0024	1.08468	3.04138	-3.0825	-0.2081	-1.79432	0.18236	3.74015	0.32714	0.1238	0.15605	-1.4448	-0.33422	0.13745	-0.41989	-2.34988	1.9294	0.742	0.3041	-0.27383	0.84403	-0.12203	-0.49606	-0.50916
0	98.5	-0.2922	4.857	-0.7049	1.0871	-1.6187	0.5189	0.9043	-1.03059	0.7307	-1.9811	-0.7805	-0.14687	0.18551	0.69257	-0.9934	-0.35143	-0.6489	0.3737	0.9329	-1.32033	0.49869	0.02807	0.588	-0.03483	-1.13264	-0.37337	0.32481	0.84555	0.59132	0.43543
0	98.5	-4.3071	-0.0336	-3.0604	-5.6632	4.4768	-0.8408	-0.9864	1.17662	-1.49885	-0.6652	-1.9478	0.46253	-0.54392	-0.55863	-0.13203	0.58791	-2.12147	-1.4066	-3.18963	1.06165	2.64235	-0.62292	1.5189	1.86857	-1.19989	1.45757	-5.04302	-0.25273	0.42499	-0.02046
0	98.5	0.3735	1.6151	-0.3826	-1.7944	0.8512	0.0129	1.4552	-0.10823	0.95833	0.4425	1.1962	0.79345	0.84802	-0.58782	-0.02199	1.29277	-1.24452	0.5908	-1.83972	-0.28275	-0.33522	-0.35845	0.3717	-0.04883	1.1079	-0.60675	-0.7902	0.21658	-0.65026	1.00628
0	98.5	6.4902	4.6227	-1.1779	1.9542	0.039	-0.7402	-2.2494	-2.02451	0.1577	-1.2352	-0.3512	-2.25196	-2.65084	0.04438	1.46248	-0.13343	-0.67075	0.5268	0.25652	0.23096	-0.35529	-0.54951	0.0253	-0.47717	0.45316	-0.72152	0.62828	0.23765	-0.39062	-1.06151
0	98.5	-8.0192	3.8987	-0.7211	0.1224	-0.1512	0.3979	1.4966	-1.10668	2.25965	-2.6402	-0.9363	0.12311	-0.54627	-1.53912	-1.85327	-1.69843	-1.13552	1.515	0.73305	-0.78117	1.39327	1.74447	-0.7619	-0.71246	-1.03918	-0.03558	0.18422	1.48926	-0.30876	0.54113
0	98.5	-17.7411	-1.2112	-2.329	-3.455	5.5666	-2.6029	3.9164	3.03667	1.2866	1.0029	2.2179	-3.60088	2.76833	0.55192	1.38301	-2.52549	0.26443	0.1213	-3.8975	-3.86429	-0.37596	2.65108	1.2629	3.09747	3.10811	-1.31852	1.08874	1.82188	1.07621	-1.36088
0	98.5	4.6014	-5.6073	2.5028	-1.9872	1.755	0.4399	2.647	0.38163	2.05352	-1.2884	-0.7558	0.05127	-0.13706	0.50726	-0.27541	-1.16219	0.88603	-0.3996	0.19022	-0.41086	-0.87054	0.33792	-1.314	0.52846	-0.02006	0.246	-0.0332	1.48902	0.18918	1.18126
0	99	-2.0321	2.739	-5.0845	-6.9699	3.9453	-2.2641	1.4327	1.57429	-2.25174	2.5662	2.6495	-0.04271	2.3828	-1.49832	-0.2845	-2.59773	-1.77727	0.9386	4.12063	2.88982	0.84529	1.81112	0.4836	-1.2092	-0.84516	0.3549	0.32637	0.09047	-1.24598	1.31081
0	99	-0.5096	-2.3942	-1.5183	1.3949	-0.1639	0.1091	2.6688	0.20208	0.00683	0.6953	-0.4931	0.41031	-0.77915	-0.64431	-0.16119	3.34409	-0.05781	-1.9202	-0.51704	1.26845	1.60761	-0.76321	-0.2726	-0.62878	0.12428	1.21232	-0.76351	0.48937	1.64676	-0.95511
0	99	2.5354	-1.3947	-0.957	1.2183	-0.1979	1.0032	0.1393	0.08889	2.28556	-1.7532	-0.0985	0.45883	0.51914	0.00498	-0.74721	0.14168	-0.39361	0.9469	-0.89002	0.1074	0.48167	-0.65433	0.1852	-0.31769	-0.37614	-0.07069	-0.36014	-1.36496	-1.53442	0.25719
0	99	-8.4636	-5.9557	1.9492	0.2805	2.3049	1.0315	4.8973	0.54711	3.31463	-2.7737	1.2259	0.27623	-0.41991	2.80907	0.37667	0.07476	-0.55462	1.8462	0.83757	-2.58676	-0.80302	-0.79504	-0.6004	-0.56645	-1.07123	0.60975	-2.25428	1.17436	0.20868	1.52428
0	99	-1.4299	0.1477	1.7374	2.1478	2.1879	0.9068	0.9238	1.52961	0.48001	-0.4021	0.2972	-0.02883	0.35702	0.66807	0.18071	0.42565	-0.21568	1.149	-1.35364	-0.33291	-0.31412	-0.19668	-0.8587	-0.91231	-0.00607	0.73298	-0.83133	-0.92957	-1.18993	1.25685
0	99	-1.8522	-4.42	-2.2725	2.5314	0.4491	1.7889	-2.819	1.64763	0.96534	-1.2661	1.8226	-1.82272	-0.14884	0.62265	-0.75223	-0.41182	1.056	0.8465	0.51869	-0.58138	-0.38905	0.38916	-0.7278	0.20265	-0.37432	0.17734	-0.20092	0.50338	0.68668	-0.53762
0	99.199997	4.9654	5.1528	-0.1426	0.8242	-2.8232	0.8017	-0.2867	-0.56166	-0.45309	-0.9485	-0.9989	-0.08442	1.17914	0.50759	-1.77544	0.69121	0.21756	-0.2918	0.62925	-0.20637	-1.00106	-0.52007	0.5668	1.03155	0.28639	-0.76979	-0.14271	0.04436	0.25213	-1.0339
0	99.199997	0.2502	5.6341	-3.718	-1.5095	-2.2448	1.0177	-0.4333	-1.1928	1.74898	0.8271	0.9897	2.09158	0.22598	1.07421	-1.09435	-0.54258	0.67524	-0.7423	-0.11231	0.00974	0.27054	-0.96882	0.0282	1.29579	-1.76294	-0.61906	1.38132	1.34366	0.11118	0.24219
0	99.5	9.5823	3.4517	1.7015	2.9032	0.7726	-0.3378	-2.8369	-0.14757	-1.27142	-0.2116	-0.5145	-0.10058	-0.41922	-1.34701	1.65793	-0.02235	-0.84566	-1.005	0.36201	-0.1202	-0.22799	0.01298	1.0886	0.81421	-0.91587	0.32789	-0.76911	0.00366	0.71232	-1.92094
0	99.5	5.0456	-0.1365	-3.0967	-1.3631	0.3853	-0.4284	1.3766	0.85658	0.27987	0.4632	1.3842	-0.37071	2.25242	-0.46419	0.60745	0.77933	-0.36471	0.3533	0.52455	1.02273	0.69497	-0.09089	1.69	0.33807	0.55283	-0.73426	-0.23317	-0.07317	-0.78807	0.25087
0	99.5	-1.1923	-0.4499	-1.4236	0.4602	0.7892	-0.999	0.4901	-2.04862	-2.14343	0.4572	0.3519	-2.34581	0.35435	-0.20112	-1.08986	0.50209	-2.99487	0.4951	0.4379	1.59762	1.16114	1.22986	0.3859	0.24485	-0.92903	1.26425	-0.74959	0.47222	0.30708	0.20446
0	99.5	0.3638	1.581	-0.7283	1.6807	-0.1511	0.7106	1.1381	-0.68239	2.94077	-2.0861	-1.0094	1.08059	-0.7463	-0.20837	0.12588	-0.28457	0.94787	0.0741	0.43189	-0.33932	0.45639	-0.47172	0.7759	-0.79975	0.2544	0.19553	-0.30036	-0.74753	-0.19646	-0.12863
0	99.5	-1.3398	-0.561	1.8292	2.6918	1.4142	0.8663	1.7596	-0.44733	-0.7255	0.6167	-1.3258	0.82359	0.07767	-1.17808	-0.04797	0.56167	0.334	0.8359	-0.82275	0.16748	0.43398	0.16023	-0.2768	-0.09029	0.18745	0.35134	-0.23454	-1.0036	-0.54055	1.06495
0	99.800003	-1.1525	5.0682	-0.6499	1.5342	-0.0267	0.6379	-1.1899	-0.85697	1.47538	0.0101	-0.1308	2.05701	-0.13895	-0.23628	0.36801	-0.35575	0.9042	0.0471	0.36454	0.29319	-0.36675	-0.51364	0.4941	0.33173	0.06852	-0.32309	-0.16646	-0.01067	-0.15794	-1.15363
0	100	4.3828	8.4342	-3.1205	2.465	0.469	1.3433	-1.4664	-0.39098	0.42885	0.4453	-0.1942	0.33532	0.95168	3.63399	-1.66093	1.04742	1.49119	-0.4133	-1.60543	1.35323	-0.75164	-0.08202	-0.8496	-0.1509	0.14714	0.67063	0.3143	0.42398	-0.06546	0.01823
0	100	6.3956	1.8034	0.1007	-3.1999	-0.9419	-0.6245	2.3264	-1.24596	-1.15927	-0.3333	0.1857	-3.77617	-4.63093	2.82168	1.99809	0.55596	-0.03987	0.8989	0.65694	0.03968	-0.22949	-1.90644	-0.1205	1.06349	-0.21276	-2.14003	1.73644	0.18762	1.03392	0.28909
0	100	2.8029	3.0421	-1.4305	1.7964	-1.2922	0.4567	0.1401	-0.42472	0.92912	-1.8658	-0.5848	-0.43416	0.2464	0.56838	-0.57968	-0.24432	-0.27751	0.7564	0.94176	-1.32641	0.4292	-0.18854	0.6548	0.62682	-1.33058	-0.10017	0.36148	0.98491	0.24627	0.82969
0	100	-9.4929	0.1486	-5.9662	-10.157	11.1322	-2.2763	-4.7973	0.89086	-5.58368	-3.5148	-6.4832	2.08225	-0.74275	2.65979	-2.37227	1.57123	0.48317	0.6323	1.60787	-2.50562	-0.68428	-1.54436	0.9859	-0.59211	-0.83272	0.19868	0.83362	-2.19553	0.63308	0.03025
0	100	-8.811	4.4519	-3.7466	2.367	-0.4826	1.0786	-1.6699	-1.51261	2.53561	-1.8577	0.0766	0.88861	0.54089	1.13445	0.85899	-0.27713	-1.08631	0.1298	-0.8685	-0.64394	0.37484	-0.16138	0.4797	-1.86945	-0.49353	0.12768	-0.0553	-1.57504	-0.85264	0.13275
0	100	9.6148	-3.719	0.4647	0.9221	0.8525	0.378	0.6735	0.24483	2.16744	-0.6583	0.1108	1.23707	0.13456	-0.39694	0.55664	-0.16122	-0.23378	-0.8322	-0.10382	0.06841	-0.16255	-1.22134	0.5183	0.71567	-0.30294	-1.24511	0.47502	0.69092	0.30185	0.6871
0	100	2.6704	-3.1305	-1.809	2.3641	0.2068	-0.2236	-2.7101	-3.30655	-0.36355	-0.1742	0.1556	-0.90729	-0.52447	0.38184	-0.53699	1.00684	0.3914	-0.4911	0.17296	-0.17396	0.128	0.18228	0.0717	-0.61273	0.12219	-0.14883	0.35027	-0.01827	1.08767	-0.0189
0	100	-1.8329	4.4246	-2.8511	-1.3666	-0.2277	1.782	-0.4579	-0.2527	0.88375	-0.38	-0.5255	0.48291	-0.71809	-0.74195	-0.32035	-0.50844	1.85936	-1.1479	0.07679	0.97259	-1.15038	-0.06382	0.3492	-0.40486	0.73449	-0.67487	-0.07652	-0.27481	0.41693	0.44465
0	100	-7.1535	-6.1753	3.2964	-1.298	-0.9049	-0.5215	2.2761	1.71343	0.85486	-3.0661	-0.4624	-0.35865	0.56777	0.98863	-0.75144	0.76105	0.00207	-1.6164	0.4525	-0.32175	-0.21266	-0.43514	-0.6709	-1.07503	-0.19341	0.16727	0.84323	2.17056	-0.02415	-2.11532
0	100.3	1.3008	-6.3551	2.5856	1.2137	1.2293	0.7712	0.8821	2.23545	1.62197	-1.9802	-1.312	-0.63498	0.56323	1.21355	-2.31034	-0.4254	-0.28253	-0.3603	-0.97166	0.6271	0.60078	0.24181	-1.291	-0.58045	-0.11316	-0.54825	0.81289	0.89965	-0.99169	-0.59796
0	100.5	12.9339	4.6625	0.3297	1.6256	-0.2902	1.2014	-0.5326	0.67677	-0.3785	0.4401	-0.6074	-0.25918	-0.15573	2.36046	-2.28048	-0.3373	1.58336	-0.1126	-0.77973	1.15458	-0.39947	0.5892	-0.6776	-0.51985	-0.51473	0.87576	0.30697	0.12378	-1.32536	-0.86095
0	100.5	6.4762	-1.7072	3.404	0.5044	0.2529	-0.3503	-0.1418	0.45147	-0.58843	1.6733	1.202	2.13781	0.09415	1.13107	0.35506	0.40736	-1.53671	0.1755	-0.45387	-0.81749	-0.87767	-0.83263	-0.2692	-0.04109	0.1634	-0.30018	-0.49139	-0.31056	-0.10231	-0.19644
0	100.5	1.0421	-0.0621	2.5156	0.4223	1.0053	-0.8507	-0.2676	-4.29504	2.55748	-0.6131	-0.8314	1.15943	-0.94395	-1.71523	0.35793	0.48823	1.92351	0.9082	0.88591	-0.24357	0.81776	-0.0235	0.9627	0.23299	0.04617	0.33142	-0.68143	-0.86255	-0.41171	0.11755
0	100.5	0.9224	6.0084	-1.6312	2.0089	-0.4179	-0.1068	0.7474	-0.94307	1.11696	-1.6416	-0.3465	0.14098	-0.05665	0.52598	0.12141	-0.25697	-0.69794	0.8123	0.92259	-1.68321	0.09331	-0.49535	0.575	0.3345	-1.30816	-0.11459	0.23605	0.86857	0.59354	0.71746
0	100.5	-5.5954	6.2189	1.7915	1.7491	2.3946	-0.5888	0.467	-1.18596	1.6538	-0.7037	-0.9546	0.79064	-0.55933	0.36986	0.69774	-0.29165	-0.29486	-2.0941	-1.55269	0.91993	1.00727	-0.92955	0.6633	-0.59043	-1.04241	-0.25664	-0.38814	0.13876	0.44213	-0.2217
0	100.5	-9.4429	-9.5518	-3.1202	3.6142	0.4508	-0.6267	0.7993	-2.28666	-2.68173	2.6115	-1.7463	-0.74792	0.35068	-1.05335	-1.83932	0.08485	-1.39542	-1.6946	-1.1049	0.70543	-1.32565	1.04488	-1.3647	-0.44043	0.99622	0.64449	0.51529	1.94666	-1.5146	-1.28595
0	101	8.3811	-2.7849	3.664	-0.0175	-2.1436	0.8672	0.8101	0.80127	-0.54238	-1.5215	-1.8376	-1.30693	0.45831	-0.41492	-1.82573	0.46616	-0.7115	-0.7211	-0.64695	0.42116	1.29165	0.40566	0.9593	-1.07487	0.69446	-0.17798	0.6395	-1.37657	-1.01267	0.19619
0	101	4.4798	6.2389	-2.1583	3.3625	0.1435	0.4971	-0.5676	0.4918	0.25731	-1.1326	-0.447	-0.03154	-0.26183	0.21292	0.18147	0.0256	-0.71554	-0.0023	-0.1008	-0.66069	-0.22773	-0.2554	0.2281	-1.26076	-0.21783	0.23825	-0.1289	-0.16047	-0.37273	-0.5093
0	101	12.9962	0.1374	-1.2222	0.3381	2.3221	-1.8088	0.3716	-0.67574	1.31571	-0.1471	0.1883	-0.75225	-0.65504	-3.07744	1.4942	-1.10614	-0.14801	-1.1643	0.22967	-1.12514	-0.70557	0.33892	1.4962	0.01982	0.88363	0.02413	0.50694	0.01778	0.64813	-0.35642
0	101	-5.8229	5.9948	3.2824	-8.0583	2.5482	-3.1336	5.9493	-3.78521	-0.73276	2.5475	1.6093	-4.29164	-3.44542	-0.73419	3.9838	2.27841	4.33437	0.1817	-1.44666	-0.19204	-0.73298	-0.86918	-4.5731	-1.79478	-2.45215	1.93001	0.36269	-1.57675	-0.62393	-1.62181
0	101	0.3843	5.0366	3.5456	-2.3704	-1.0153	-0.3386	1.8564	-1.0532	-0.16491	1.0394	0.3042	0.87385	1.2142	0.2765	0.46954	1.82822	-0.03232	-0.3093	-0.5028	0.17439	-1.25467	-0.58291	0.1584	0.45399	0.23104	1.21964	0.467	-0.72998	0.73486	0.55197
0	101	2.5117	-5.5341	5.1421	-1.3582	-1.5411	1.2576	2.3588	-0.51056	1.09072	-3.0941	-1.6826	-1.40631	0.732	-0.01596	-3.8952	0.33684	-0.97276	-0.2757	-1.15195	0.62575	0.95663	0.52366	0.016	-1.97012	0.38064	-0.85229	-0.30985	-2.15081	-1.01841	-0.71321
0	101	-5.6143	2.7963	7.5239	1.18	-1.1579	1.7518	-2.262	1.90414	-3.1616	0.9564	-1.4671	-0.35542	0.99561	0.73763	1.07195	0.95205	2.41991	-0.1134	1.22332	-0.54724	0.76446	1.19615	0.8414	0.24633	1.05415	0.80069	-0.99276	0.70679	-0.9268	0.11343
0	101	8.1254	-9.7347	-0.2025	2.0025	1.1612	-0.877	0.5083	-0.61917	0.58255	-1.559	-2.5955	0.45554	0.235	-1.68728	-0.15062	1.12581	-0.20509	0.6273	-0.7167	0.64385	1.6158	1.51122	-1.5092	-0.50552	1.2773	0.30562	0.41269	0.75086	-0.75415	-0.14315
0	101	-14.3328	-4.8359	3.6331	-0.6236	2.7183	-0.2913	4.487	-2.17254	5.29347	-3.4209	-1.2606	-0.33447	0.54061	2.32906	1.90927	-1.40362	1.79176	0.3134	0.71738	-0.96318	-1.22849	-0.83735	0.7839	2.05368	-0.23001	1.99368	-0.11159	0.24355	-0.22007	0.87853
0	101	8.1463	-0.9073	-1.5873	-1.9112	-0.0263	-1.0002	0.7326	-1.10066	0.53556	0.3034	0.8114	-0.32958	-2.12135	0.98611	2.64843	-0.69153	-1.31258	1.391	-0.15592	-0.59769	-0.0739	-0.67667	0.443	0.8175	0.65395	-0.79534	0.5951	-0.87269	-0.12198	-0.45304
0	101	5.3085	3.4297	-0.9552	3.3107	0.2471	1.3679	-0.8248	1.63047	-0.06229	-1.0076	-1.075	-0.53474	0.3039	-0.53873	1.31215	-0.5962	0.21208	0.3149	-0.25193	-0.03586	0.20614	0.43847	0.5218	-0.23977	0.0555	0.78802	0.33646	-0.49744	-0.99161	0.11803
0	101.2	-2.4976	8.6207	-3.4539	0.6862	-1.1749	0.9891	-1.4181	-1.21929	1.48032	-0.3662	-0.4463	1.62772	0.39323	1.34398	-0.44456	0.00706	0.28433	-1.3163	-0.74343	0.6654	-0.48377	-0.87381	0.3548	-0.87982	0.47637	-0.33826	0.11978	-0.23713	-0.35524	-0.28047
0	101.5	-11.1807	5.6117	7.7956	1.5069	3.8529	0.4394	1.6137	0.79358	-0.50535	1.5946	-0.0531	2.62576	-0.51896	-0.88301	0.71681	-0.02492	0.23842	0.1072	-0.64676	0.20371	0.72245	-0.42779	-0.1817	-0.75024	-0.35316	-1.16633	0.04337	-0.11206	0.24712	0.38429
0	101.5	-11.0923	-5.181	-6.5472	6.1556	-0.5372	-0.54	-0.0076	-2.81704	-2.29515	1.9194	-1.2973	-0.65549	-0.18485	-0.04942	-0.43547	0.03085	-0.35375	-1.7065	-0.60227	-0.72711	-0.76439	-0.47788	0.2435	-1.48745	0.1493	0.16241	-0.45536	0.49692	-1.6202	-0.34934
0	101.5	6.0289	2.6112	2.5913	2.2064	0.8581	0.2673	0.0814	1.42832	-0.59097	-0.1122	-0.9004	-0.21268	-0.25333	-1.8149	0.6501	-0.28014	-0.51648	0.9964	-0.20562	0.04117	0.20787	0.23739	0.2173	0.42113	-0.12873	0.54204	0.20641	-0.66237	-1.61936	0.23343
