Set;MTP;PCA1;PCA2;PCA3;PCA4;PCA5;PCA6;PCA7;PCA8;PCA9;PCA10;PCA11;PCA12;PCA13;PCA14;PCA15;PCA16;PCA17;PCA18;PCA19;PCA20;PCA21;PCA22;PCA23;PCA24;PCA25;PCA26;PCA27;PCA28;PCA29;PCA30
0;136;-121.356;48.232;33.643;11.839;45.924;-0.436;0.5071;0.91883;-0.22154;0.3227;0.2087;-0.04845;0.18581;-0.39428;-0.42599;-0.06446;-257.414;0.2444;-174.441;0.63643;-0.35866;0.66098;-14.607;0.21137;0.12273;0.2318;158.901;171.759;0.18213;13.363
0;136;117.912;-5.381;1.059;14.495;-0.0053;-0.785;-22.994;-123.935;0.62403;-0.9971;0.9749;-123.367;-0.29422;0.1534;-102.424;0.53524;-0.43451;0.2738;104.366;-148.787;0.93756;-0.15263;0.0811;-0.50994;-0.56281;-140.696;-0.54591;0.83768;0.733;119.235
0;136;-50.106;-0.3383;-27.935;-33.073;0.818;21.739;-10.103;236.074;-0.70065;0.1807;0.2776;159.079;-137.259;0.21768;0.33252;-396.514;0.21567;-0.9781;101.459;-115.004;0.16654;0.8697;-0.2351;-194.457;-0.41624;-0.21437;0.98669;0.14445;103.131;0.71274
0;136;-18.794;16.038;-3.25;-34.094;23.816;0.4245;-12.163;16.631;-0.12608;-0.2326;-0.9313;195.492;-0.50062;-0.73713;-0.05456;-120.106;-0.65952;0.0548;-0.14224;0.15251;-0.7424;0.18765;-0.439;-0.35412;0.81255;0.48152;0.07785;0.6444;-113.516;0.74768
0;136;-3.463;-0.5098;-22.078;-51.229;33.486;-0.0535;-15.027;10.306;-13.141;-1.381;-27.678;0.74208;-0.95724;-0.72625;-0.44725;0.67617;-186.385;-16.991;-247.664;169.821;258.379;-0.97254;11.954;186.367;-184.899;186.115;-476.081;-0.14111;0.11854;0.17536
0;136;-138.608;-41.033;-20.748;10.798;-0.6887;10.433;0.9743;150.164;-0.30651;-17.355;10.131;0.57117;0.62676;-15.732;0.57951;-0.10027;-140.535;-0.9176;0.08537;-0.33708;-0.59526;-0.52163;-0.6953;-0.94324;-140.441;-0.64663;121.145;0.79165;0.2798;-0.58164
0;136;47.472;20.168;-39.266;-0.6008;59.398;-39.282;3.631;-0.21451;127.419;0.6669;24.903;-248.246;166.375;161.971;152.299;0.34857;0.52186;0.9901;-308.765;-353.009;143.339;158.197;23.326;-0.41104;184.945;-22.974;-0.65846;0.43305;172.316;-0.52713
0;136;-128.594;-28.473;-57.344;-105.696;108.309;-17.538;-41.046;176.667;-487.225;-41.973;-6.717;22.862;-0.39646;170.128;-239.656;17.501;0.00471;22.359;197.327;-28.612;-0.45249;-143.668;0.7856;0.79907;-103.781;0.57882;0.23546;-138.994;-0.46925;0.11482
0;136;73.367;-4.267;-0.7054;-52.416;62.284;-22.118;-0.9633;-0.94991;-0.20657;-11.122;-25.587;130.846;-0.36745;0.50483;-105.208;109.627;0.19194;0.1997;0.20334;-0.09406;-0.69636;-0.3164;-0.362;-0.07958;0.20448;0.28768;-0.01807;-0.7245;0.02666;0.15354
0;136;-23.119;34.426;0.8495;-0.336;14.514;-18.387;0.0033;-208.255;0.81193;-0.3669;14.893;-0.48917;0.08508;0.32506;-0.24416;233.225;-0.76967;-0.9019;-0.35479;-0.08644;-155.698;-0.81965;-0.6921;-0.76492;-0.11137;110.116;0.46193;0.22677;109.635;0.10343
0;136;-42.199;67.254;-0.5963;-18.561;-18.389;0.3309;0.2788;-220.803;133.142;0.6151;0.1366;194.247;0.57298;-0.14876;-0.76202;0.42434;-129.528;0.7879;-0.14549;0.36381;-0.56;-0.499;0.2343;165.175;0.30764;0.58543;-0.00098;0.59904;-0.62917;0.70264
0;136;62.638;-29.379;18.948;-40.339;0.9548;-20.929;16.916;-29.547;345.561;0.9787;0.3801;456.584;-146.068;-0.30301;0.79993;-101.266;-182.666;0.3239;0.63894;-0.84356;0.44202;0.40557;-0.4807;-0.12231;-0.40049;-0.48557;0.22043;139.334;0.11416;-0.48617
0;136;-9.005;1.277;-23.776;-1.319;0.4784;-0.3368;-0.7346;-0.58288;393.141;-0.2653;-0.8574;293.527;-0.16311;-0.5171;0.29638;0.97126;-157.039;0.5978;-0.27625;0.84478;0.78503;0.42544;-0.5579;0.59638;169.726;0.74001;0.45049;252.225;-123.964;-164.413
0;136;83.631;-2.208;-23.824;39.082;0.9102;0.606;18.647;0.38062;-0.73396;0.0982;-0.6197;0.49854;-0.27088;-0.12975;0.51623;0.1735;-0.73991;-0.508;0.17582;-103.796;0.80964;-0.44108;0.2302;-11.039;-0.6876;-101.506;-0.01708;0.63357;0.74259;110.887
0;136.5;52.543;-52.668;31.421;17.682;-52.694;-90.532;-32.914;0.44832;-362.991;-24.181;-0.5497;-0.74465;0.31803;-0.86524;0.0557;-165.017;-0.35082;1.131;-100.947;-105.752;0.30912;10.789;0.4891;0.4128;0.33729;-0.74829;104.227;-0.11383;-140.169;0.19005
0;136.5;-0.9503;29.041;-0.0855;18.933;-0.8611;13.846;0.1187;-0.4142;108.678;-0.9217;-0.2502;0.80113;-0.30063;104.133;0.18225;-0.20477;0.96384;0.555;0.32229;-111.822;149.821;0.11219;0.4263;-124.379;-129.632;-0.66484;-0.37528;0.34902;-0.11489;0.88143
0;136.5;3.271;-48.127;34.198;-11.326;17.365;-0.1954;19.314;-0.77725;176.829;-0.5364;-0.9702;0.32678;-0.27186;0.51251;-0.22758;-0.53025;-0.16048;0.7862;-0.43796;0.45887;-0.71812;0.80752;-11.213;0.98638;112.297;173.008;0.40041;0.10822;-0.1955;0.66777
0;136.5;-69.153;25.158;-15.398;21.094;-0.047;12.141;0.6566;-15.114;371.112;-35.915;-14.986;-0.04765;0.05922;-0.37199;0.4331;-0.1881;118.506;15.007;0.26147;-0.31646;114.674;0.35697;0.6308;-0.24177;-0.38334;0.72708;-0.20651;-0.99871;-0.57515;-0.05413
0;136.5;84.553;-20.912;18.774;-47.369;-56.519;27.002;0.4019;0.73563;-245.471;0.8511;-0.2751;-0.66713;-143.236;186.721;-0.40132;224.439;-0.31923;-0.2737;0.26617;0.95009;0.30124;-0.90197;-0.0123;0.10254;0.27768;-135.345;0.81726;0.10563;-0.63078;0.73944
0;136.5;92.904;-47.208;18.081;12.412;-0.5076;0.8183;-15.527;0.26529;0.10769;-15.216;-0.3972;-133.547;0.26048;-0.60304;-107.592;0.42064;-0.35338;0.5695;-0.00678;0.06399;115.041;0.72849;0.2625;-0.68785;0.4557;-0.55071;-0.19297;-0.72037;-0.41903;-0.02552
0;136.8;-0.465;-55.117;33.035;0.4481;1.932;-0.1773;-23.381;-408.765;194.266;-0.2089;0.9121;-10.135;-0.49457;-0.01117;-140.015;0.40228;0.39367;-12.104;-0.72956;122.754;-0.32763;-0.80307;0.309;0.46342;0.21185;0.66816;-183.023;-109.478;0.94228;-0.05414
0;137;-30.974;50.009;57.988;1.979;27.335;0.8711;0.4909;127.447;-0.70714;10.766;-0.4214;160.787;-0.51994;-102.042;0.53812;-0.80278;0.42991;0.3024;-0.25826;0.58546;0.65299;0.05203;-0.1295;0.38479;-0.51545;-0.73628;0.88018;0.17899;0.16059;0.42412
0;137;104.323;31.596;-0.5117;-0.1542;-25.736;-0.2591;-0.7897;-0.98627;-134.579;0.012;-0.4337;-0.99199;-159.496;168.878;114.113;0.33713;-105.504;0.3114;0.47969;-0.20517;-0.97999;-0.97674;0.1593;0.75559;-0.32314;-0.57159;103.124;-0.41583;-0.71709;-0.83138
0;137;-0.3722;-55.415;24.527;0.5307;1.782;-0.3215;-21.853;-3.984;230.006;-0.2187;11.261;-0.91591;-0.26782;-0.2385;-19.244;0.05726;0.74061;-0.1368;0.07745;0.51031;-110.591;-0.68236;-0.0686;0.33335;0.89242;0.51627;-0.52937;-109.533;0.50783;0.73398
0;137;121.493;24.906;-20.363;-17.893;0.9504;-0.4296;19.936;-0.11109;0.32716;0.4883;12.985;-106.114;-150.372;-0.73229;-0.72908;-136.618;101.454;-0.0987;0.72163;-10.795;-216.524;0.41741;-13.453;0.68736;-183.248;131.662;0.32161;0.40327;-0.10544;-0.43093
0;137;-80.902;27.484;44.686;-2.591;-36.566;-0.0026;-0.7432;-290.618;-0.84248;-23.685;-1.734;-203.779;0.33989;-0.68763;-479.029;-0.29899;-174.541;-21.053;-0.50083;0.60559;104.969;173.481;0.6287;-263.975;147.415;-0.94433;0.66011;-0.27966;-0.06115;-103.208
0;137;-131.275;0.1503;-4.914;-114.388;102.886;-2.081;-42.814;0.58251;-549.323;-34.437;-73.296;317.363;-0.66966;130.939;-214.467;185.848;0.39304;12.942;227.179;-261.203;-0.28111;-101.337;11.039;0.55219;-0.46172;0.19605;0.50754;-0.83858;0.27192;-0.31639
0;137;28.588;-12.375;-25.506;-37.304;49.408;-13.153;-21.341;-0.57828;-0.39322;-13.376;-25.938;127.551;-0.26698;0.65672;-0.43743;0.66855;0.73563;-0.0854;0.12019;-0.23717;-0.43194;-0.15076;0.1642;-0.41414;0.18218;0.26049;0.23726;-0.28824;-0.19947;-0.09864
0;137;-0.093;58.039;0.4716;15.489;-0.852;0.3583;0.1126;-0.48049;0.54135;-0.1755;-1.114;0.71664;-0.0833;135.235;0.34911;0.11706;161.507;-0.5346;0.67381;-0.25146;-0.44378;-0.46008;0.2514;-0.13117;0.39079;0.50577;-0.5785;0.10557;-0.72603;-0.44134
0;137;-26.143;59.135;-2.38;-0.0864;-15.825;0.5468;-0.1147;-107.673;181.647;-0.6238;-0.1424;187.127;-0.22844;122.694;-0.39148;-0.40714;0.2173;-11.197;0.19957;-0.17247;-0.70567;-120.677;0.5907;-0.95427;0.34467;-0.26819;-0.34905;-0.34926;-0.26587;-0.63489
0;137;-2.203;0.1479;-0.0508;-36.206;-33.549;0.9333;-23.298;-0.28428;-0.90722;0.1749;16.186;-126.078;116.977;-123.387;-176.644;10.727;0.15875;-0.9537;-0.67842;0.46334;0.22165;0.28301;-0.0855;-0.44091;-0.22773;-0.33873;0.65488;0.31198;-0.0928;-0.16
0;137;-34.505;42.194;-0.9995;-33.721;-18.667;0.648;-0.0931;-0.33075;0.26172;0.3723;12.619;0.13036;113.534;-237.315;-121.659;0.09623;0.22963;0.5838;-0.22662;0.46168;-0.66194;0.55705;-11.772;110.336;-0.58377;0.39846;0.16741;0.85532;-0.35361;0.22486
0;137;-18.714;-45.487;-0.2243;10.555;-14.541;23.396;-0.3836;249.905;0.1211;-18.053;0.6172;-17.962;0.27034;0.25054;-193.699;-0.68684;0.11666;1.065;0.77286;-0.71069;-0.12964;0.71676;-0.4953;0.25778;-0.25709;-0.03708;-0.4144;0.29165;0.15897;-0.8153
0;137;-15.309;-17.572;-32.332;22.282;14.396;13.903;-0.6648;256.523;10.161;-0.5638;15.852;-153.457;0.36799;0.83059;-0.30463;-0.53549;125.096;0.8782;-0.53175;-0.6764;-0.21437;0.568;-0.3462;0.4748;0.2649;0.01332;-0.08995;0.2001;0.67012;-0.6837
0;137.2;97.653;-43.925;19.075;10.523;0.5713;0.2586;-0.6874;-133.031;146.144;-0.6309;-0.3251;-0.15337;-0.36253;-245.523;0.32262;0.3693;0.30655;-0.1648;0.55978;0.21609;-0.24114;-0.42481;0.639;0.679;0.8748;0.02437;-0.20011;-0.52582;0.00986;0.90697
0;137.2;11.146;-32.887;25.256;-11.859;10.581;-0.2524;2.227;0.7456;120.433;-11.263;-10.213;-0.1658;-0.65707;-133.737;0.37721;-154.305;-0.10574;-13.857;0.54152;-0.41589;-0.73327;-0.50738;0.3827;0.21985;0.15226;-0.3419;0.51834;0.37762;0.1243;175.588
0;137.5;81.348;-30.251;24.193;12.322;0.3758;0.0129;-14.746;-111.453;0.46586;-0.6337;-0.3549;-133.367;-0.69125;-149.238;-113.895;-0.40404;-0.69272;-0.6575;-0.60084;0.99534;0.76642;-0.02943;0.3975;0.5203;0.17443;0.54404;-116.737;-0.78661;0.24898;0.01914
0;137.5;29.955;3.022;49.127;30.404;-0.5142;15.788;0.3373;269.919;-249.055;16.775;-0.2855;127.256;-0.62583;0.46097;0.01556;0.32495;136.117;0.8181;124.631;-0.27948;0.17711;-0.38433;0.2491;0.9726;-0.31179;0.13383;-0.06394;-0.57512;-0.09436;-107.814
0;137.5;-2.115;25.468;61.889;25.009;18.217;11.498;0.7157;242.576;-118.424;12.997;-0.392;160.692;-0.46765;-0.6445;0.40564;-0.09977;100.109;0.2434;0.12994;0.33796;110.874;-0.45029;0.258;0.66383;-0.78527;-0.75636;0.83094;0.08835;-0.12761;0.43466
0;137.5;-137.059;79.403;57.429;16.048;29.971;0.5325;0.6009;0.21778;-0.03199;0.3327;-0.7804;160.009;-0.07788;-157.596;0.82622;-0.40895;0.16506;0.617;0.07217;0.175;0.9124;0.37376;-0.1015;0.4332;-0.29185;-0.53174;0.69448;0.55071;0.61805;0.7676
0;137.5;58.011;0.2467;-0.3672;-1.866;15.324;-12.337;21.424;-11.374;128.952;-0.7724;-13.927;-149.364;-260.571;-0.48973;24.764;-0.23234;0.10793;0.8544;-0.00165;0.06882;-0.14391;0.38173;0.0418;0.80831;160.079;0.45978;0.83713;0.52495;-0.25554;0.11414
0;137.5;-68.273;1.881;21.047;14.395;18.459;-0.6128;-34.812;-257.053;104.011;-0.0386;12.159;-0.29859;-0.01238;-0.49714;-0.98467;0.35539;0.07366;-0.731;0.03778;0.16197;-0.94473;-0.30573;-0.0252;-0.49349;0.41087;0.37447;0.01209;-0.32404;0.32234;0.15406
0;137.5;-12.397;-70.407;-38.454;23.653;0.1029;0.9973;18.201;-144.543;-0.19186;12.622;-17.311;183.869;0.09133;-0.22053;-0.62223;105.227;-0.18992;-0.0163;-0.24919;0.6091;0.38471;0.11464;-0.6761;0.47255;0.73976;0.08211;0.17199;0.65401;-0.04448;-0.63578
0;137.5;29.956;-0.7532;-0.8136;27.739;13.969;0.3313;-12.361;-149.482;171.795;-12.226;0.5758;-0.58832;-0.44405;-0.41532;-0.19206;0.64306;-0.25729;0.8532;-0.32479;-0.61502;0.21756;-0.2499;0.0226;-13.973;-0.23518;0.37808;-0.96977;-0.79314;-0.62851;0.74572
0;137.5;-0.8764;15.034;-10.885;0.0519;-10.981;0.6979;22.914;-272.057;-0.36929;-0.4734;-2.102;-100.325;-272.307;-0.27621;115.893;0.09289;0.32553;0.2128;0.3876;0.61499;0.04592;-0.46558;0.1663;-0.15167;0.81606;-0.55283;0.46655;-0.41187;0.16661;0.11414
0;137.5;-290.405;-177.225;117.559;-26.208;25.784;0.7026;6.061;373.057;409.256;-51.329;13.305;-414.417;-0.37719;523.139;253.503;-113.534;-214.586;-15.723;0.12994;-0.722;-266.341;-41.563;39.448;214.687;0.00169;10.704;15.989;-0.53758;-159.659;-25.683
0;137.8;14.242;-21.381;48.553;0.0907;35.953;-16.558;-21.899;-270.183;0.60732;11.782;17.337;0.08263;-0.28209;-0.47315;-130.358;0.87348;0.06149;0.4011;-0.07131;0.01148;-152.821;-0.3393;-0.8966;0.56949;0.29785;0.77778;-0.41579;-0.31236;0.28216;0.91368
0;138;19.994;50.544;-15.312;20.497;0.2524;0.4579;-17.755;-0.51296;0.95349;-0.3673;-0.1989;-0.40265;-0.8622;-109.367;-0.68486;-0.97404;0.48049;-14.762;-0.26734;0.08976;-0.26328;-0.23965;0.1962;-133.513;0.22553;0.04206;0.38793;-0.28257;-0.14526;-0.28601
0;138;-103.073;57.525;56.254;24.327;2.422;0.6449;-19.078;0.13445;-0.611;0.7208;0.0399;17.181;-0.32721;-178.146;0.30486;-0.20983;0.80143;0.385;0.41156;0.24482;136.725;0.1356;0.1488;0.1683;-0.95515;-140.106;0.86858;0.10095;0.65126;-0.08053
0;138;-25.834;74.636;-16.192;0.0379;-0.4329;0.0716;0.3542;-0.8864;0.31968;-0.5108;-0.1421;0.01775;0.88539;-0.47104;-0.09595;104.638;-0.54376;0.0001;-0.33565;-0.04535;-0.63057;0.06204;-0.2667;-0.55409;0.61405;0.74459;-0.47221;0.29613;0.08836;0.69373
0;138;-35.384;65.254;-17.282;-10.715;-13.668;-0.0465;0.8989;-0.77361;-0.02918;-0.6255;-0.1876;-0.5919;147.484;-0.97806;-0.74208;0.61534;-0.25834;0.0482;-0.26049;-0.48577;0.06442;0.88559;0.5706;-0.06653;134.198;-0.01894;-0.36175;0.0902;0.67444;-0.07182
0;138;21.023;0.7069;-31.054;-1.627;0.8023;0.2932;0.9104;389.366;-0.01982;13.256;0.8938;-0.76452;-0.65886;-172.991;122.406;-0.98369;0.46522;-0.7985;0.15379;-0.13315;0.3767;164.038;-0.515;-0.49413;130.902;215.849;211.047;0.15267;169.992;-0.48031
0;138;17.979;41.524;-16.159;28.549;-0.2107;0.0751;-23.668;-0.51412;0.22877;-1.179;0.3086;-0.7363;-0.44488;0.47133;-0.37033;0.28;-0.58751;0.161;0.1481;-0.90164;0.06116;-0.22399;0.1717;-129.241;-0.19318;0.0599;-0.24083;-0.15934;-0.12851;-0.30899
0;138;-72.836;-103.665;-51.696;20.556;-16.781;-12.391;0.4869;-511.427;-271.871;41.627;0.5333;136.311;0.50839;0.3702;0.60206;-0.18075;-0.46072;-13.391;-0.01824;-124.209;-0.91514;-0.09015;0.02;-175.257;0.11599;0.22214;-153.566;0.30591;-104.687;-0.65643
0;138;-13.324;8.125;-45.186;2.39;-16.997;0.9939;-18.404;0.34581;0.41007;-0.1413;-0.4131;0.38319;100.595;15.734;-112.815;144.647;0.52987;-15.212;-0.39863;0.55002;-0.8314;-1.315;0.0105;0.23676;0.66193;-0.14644;0.26171;0.79708;-0.14252;-0.15908
0;138;15.354;-15.897;16.735;0.7085;0.069;-0.6753;-0.8896;-0.55267;-0.174;-0.8981;-0.204;-0.30578;0.02646;-279.922;116.467;0.83781;-214.518;-0.7001;116.016;-0.94348;-123.955;0.11329;0.8443;0.11482;0.38993;-0.58317;-0.04803;0.56904;0.52042;-0.71904
0;138;-45.912;-0.2409;0.0684;27.205;10.462;0.9928;22.293;-0.16759;-0.16298;0.1803;-0.3127;0.28611;-0.58135;-0.51608;-106.134;-0.52119;-0.39697;0.5089;-0.13084;0.04941;0.56208;-0.27661;-0.5357;0.38522;-139.531;-0.46119;0.69209;0.17269;0.00183;101.476
0;138;-17.681;17.439;27.354;24.991;0.1511;-22.879;28.794;-295.269;-193.513;0.2745;-2.181;362.511;-0.52992;-243.011;207.229;-0.1702;0.37955;0.9546;0.54912;-0.37323;-174.888;0.22124;0.9965;0.17038;-0.21318;-144.252;-132.499;-0.98565;179.366;-0.73554
0;138;66.031;56.401;-16.692;0.7564;-16.391;0.9037;-0.5861;-0.30785;0.15895;-0.3134;-0.8713;-0.03918;0.61726;243.368;-100.664;-0.22057;21.066;-0.3465;0.20933;0.04268;-118.805;-0.10357;-0.097;0.47697;0.1486;0.59229;-0.23768;0.21064;-0.41272;-0.03991
0;138;150.835;21.527;21.456;-11.963;1.131;-12.945;18.308;0.09105;-0.18104;0.0742;-0.2206;-0.14464;-0.68789;-0.47312;-0.47781;-139.009;-0.94774;-11.219;0.57194;-100.204;-240.332;-0.65634;-0.116;0.60955;-0.97634;0.03679;0.41216;110.661;-0.39478;105.494
0;138.5;97.862;44.291;-0.9087;0.5318;-0.2018;-23.731;-0.5145;-114.776;-0.98277;0.8627;1.187;-0.56965;163.004;0.49742;0.09478;0.01537;-180.386;0.2561;222.495;0.11974;-105.333;-0.82548;13.162;132.836;-0.59176;0.21826;0.22484;-0.17884;-0.36235;-0.57404
0;138.5;41.752;33.452;21.383;14.122;1.965;0.6733;0.6183;0.93604;-0.22793;-0.4841;-0.1604;-0.60934;-0.2819;-141.585;-0.08854;-0.47289;-182.551;13.773;-0.93431;0.32289;-0.48257;0.84259;-0.6338;-0.04926;-0.02284;0.7755;0.24085;-0.34953;-0.77069;0.6299
0;138.5;39.485;22.455;-17.616;0.2238;-0.5939;-0.1098;-14.765;-24.292;155.197;0.0144;0.5955;0.91357;-0.74923;0.24876;0.44343;-0.89025;0.63037;-0.4724;0.39094;-0.68053;-0.25753;0.34976;0.2531;-0.32806;-0.52219;0.95779;0.93829;-0.24544;0.67258;-0.03164
0;138.5;-83.672;34.068;0.9934;24.872;23.716;0.1867;14.697;0.01447;164.507;-12.482;0.1893;0.84397;-0.21322;143.467;0.83301;0.61089;-0.57888;-0.2569;-0.85042;-126.501;0.54039;-0.95645;0.2078;-247.868;-110.878;-0.71441;-0.80459;0.14253;-0.58829;0.71029
0;138.5;43.546;-87.342;18.065;-0.8579;0.0118;-0.3187;-36.492;-334.564;147.897;-0.094;0.9996;-171.728;-0.91461;-0.72462;-259.214;0.11065;116.586;-0.8638;0.59678;0.09757;0.1042;0.4256;-0.4401;-0.62168;0.69723;0.16648;0.04037;-0.01491;0.72998;0.1253
0;138.5;-42.256;54.715;-20.451;-0.6058;-0.1648;-1.184;-0.9793;-252.977;182.521;-0.2304;0.956;0.68879;0.88081;0.06955;-0.20183;-0.67004;-0.53574;-13.225;187.262;0.85603;0.70699;-0.47051;12.281;-100.848;-0.45746;-171.778;0.2176;105.311;0.40394;-0.37057
0;138.5;36.209;35.473;-19.617;-15.213;-0.8945;-21.591;21.078;0.2411;-0.80257;-0.7462;20.307;0.10616;226.003;-0.89278;0.67117;-100.158;-0.14367;23.926;0.7567;0.29086;243.202;-449.945;-23.147;0.68292;166.003;250.559;0.36581;-0.17101;27.592;0.50548
0;138.5;23.846;-28.509;-34.798;40.293;0.4745;1.154;24.791;-211.525;-106.203;0.9696;-18.703;0.83439;-0.41959;-0.57449;-0.1126;0.10697;11.742;0.4763;0.22319;0.15657;0.38056;0.45181;-0.289;0.41362;0.20147;0.52651;-0.01903;-0.34543;0.68651;0.5288
0;138.5;-81.077;58.209;-45.385;-22.975;-15.164;27.301;-0.5287;-0.12952;152.419;-0.9485;-0.1601;0.46691;-107.545;-227.909;-0.85075;-170.321;261.672;-12.039;0.97327;0.28497;-101.887;0.23209;0.1564;-0.08838;0.17003;-122.142;-0.07709;-0.14376;0.95543;-0.22442
0;138.5;-90.668;-12.841;39.686;-28.158;-0.5882;-3.032;-24.074;-330.234;0.12903;33.055;40.337;0.27493;0.25467;0.29559;0.88082;0.54594;-120.052;-0.7906;-0.62093;-0.01781;-0.69102;-0.58925;0.7917;0.04133;-0.64666;239.002;161.691;-104.344;-0.85752;0.97112
0;139;92.248;53.398;22.828;-0.2241;13.176;13.066;0.7597;-117.558;-0.2546;0.86;0.2401;-0.36135;0.35094;350.579;-373.356;122.824;0.50877;15.941;-171.394;157.571;-130.494;122.258;-23.958;0.33398;-0.6081;0.96215;-0.38538;0.65137;-0.3663;-0.03805
0;139;-33.996;76.917;-0.8426;13.712;0.4609;0.6026;-0.4775;0.87784;-0.86328;12.904;0.5537;0.42169;0.55627;0.96989;0.56988;0.23661;-121.942;-0.8727;-198.269;0.56516;0.43625;-0.3924;10.441;0.75559;0.7391;0.03383;-11.569;-0.11932;0.7347;-0.81312
0;139;53.065;-48.948;48.222;-18.125;-28.742;20.419;0.2166;-0.21152;-1.247;10.847;0.2731;-0.78565;-0.07874;147.313;-141.455;-0.63534;104.051;-12.163;150.779;-0.71111;0.60388;0.48095;0.6452;-0.97994;100.226;-0.53908;-106.182;107.406;0.89011;162.623
0;139;98.086;-18.426;-0.2368;29.842;22.643;-0.7094;-22.553;-0.82064;0.99444;-0.2379;0.174;-0.88556;-0.81412;-0.96182;0.81541;-0.57066;-0.59666;-1.042;-0.72281;0.59963;-0.22207;-0.73141;0.3912;0.65297;-0.08853;121.377;-0.93892;-0.60137;0.31008;0.09479
0;139;0.8496;-0.4593;-21.678;-11.344;-0.5487;0.4736;-0.6198;-0.00951;136.628;-0.0982;0.7535;-0.55576;190.982;-104.647;0.42949;116.202;113.527;0.4543;-0.7197;0.4818;0.053;0.14787;0.7032;162.996;108.317;-0.01777;0.28545;-0.05767;0.69217;0.06694
0;139;36.279;53.294;-26.163;-1.559;-0.5183;0.0462;0.9715;0.09875;-0.71534;0.2684;0.171;-180.449;-110.362;0.16602;195.022;0.91453;0.49229;0.3831;-0.42071;0.01673;-0.41346;-0.54343;0.1324;-0.27555;12.507;-0.39704;-0.07771;-0.17877;0.01259;0.43761
0;139;0.2516;60.011;-0.5876;0.9251;-0.5169;0.5814;0.2557;-0.54663;0.89123;-0.1051;0.2478;148.759;-0.57406;-0.58029;-0.78268;-0.38426;-0.30619;19.277;0.52757;-0.23781;0.29567;0.04803;-0.127;0.60129;-0.66196;0.52208;-0.31046;-0.10021;-0.70821;-0.02533
0;139;-31.787;-38.001;-42.933;-20.089;21.619;0.9774;-35.267;0.85743;0.31999;-0.7147;0.0431;0.91229;-0.10875;-0.4043;-0.01413;-101.335;0.14849;0.3635;0.44953;-0.41102;-0.68135;-0.32768;-0.0115;-0.39063;0.33628;0.2288;-0.61698;-0.15548;-115.252;0.54328
0;139;-69.955;-54.513;-36.912;30.515;-13.035;10.718;0.0915;170.034;-0.84193;-25.624;0.7713;-0.73094;139.579;-0.87385;-0.46491;262.959;-0.51915;0.1544;-0.31725;0.14338;-0.32792;-142.988;-0.4023;-0.14973;-0.93876;-0.19797;0.28651;-0.48888;-0.48446;-0.91379
0;139;-57.546;-19.492;0.4067;20.048;0.7258;15.005;0.7724;0.45472;206.621;-31.525;-0.2799;-152.084;0.59304;0.25184;-16.981;0.36557;-128.087;11.895;-166.719;0.16704;0.79904;-0.18222;-0.1042;-134.884;-0.71034;0.16824;0.12927;-224.403;-137.568;0.05732
0;139;-36.278;38.388;-33.941;-3.976;0.9508;-0.2956;0.8958;-0.21991;-0.02398;0.7936;0.9726;-278.808;-147.656;-198.011;0.4636;0.68464;0.94044;16.776;-0.46214;0.36369;0.13616;0.371;-0.0962;156.955;194.332;-101.515;0.39565;-0.08888;147.775;0.30291
0;139;-0.4706;-36.646;-0.5289;-37.357;41.585;-0.4611;0.55;0.06675;175.997;-1.181;-12.256;163.038;-0.38526;-0.13337;0.10971;-0.51233;-0.28472;0.0789;-0.16644;0.081;-0.41091;-0.25888;-0.439;0.73818;-0.15041;-0.10338;0.53744;15.527;-0.28481;104.936
0;139;42.573;-28.145;-27.885;33.279;0.5407;10.929;11.506;-0.91796;0.44905;-0.6666;-11.749;0.21396;-0.23506;-0.7927;-0.41551;0.35154;0.51767;0.7777;-0.19654;0.30276;0.83729;0.28851;-0.091;0.09172;-0.1621;0.14686;0.34352;-0.77943;0.09542;0.4203
0;139;11.057;-0.9024;0.7223;-1.797;-0.0259;-1.033;0.4859;-0.66319;-0.1776;13.538;0.9429;0.22566;0.32873;-0.52023;-0.12997;118.235;-129.546;-0.4079;-0.8498;-0.26414;-0.31156;0.34463;0.3593;0.41958;0.42558;-0.17337;103.402;0.12108;0.51226;-0.14877
0;139;-0.205;-61.557;-37.263;4.263;0.403;12.171;23.809;-176.568;-0.5213;-0.0474;-15.148;0.1296;0.01298;0.02779;-102.211;0.69157;0.71873;0.7856;-0.27337;0.04872;0.48659;-0.17283;-0.3443;0.1948;-0.26332;-0.05373;-0.16357;-106.903;0.25727;0.29904
0;139.2;84.148;11.178;13.544;34.501;0.9521;0.7201;-0.4685;204.851;-0.12208;-0.5864;-0.9861;-0.01104;-0.13008;-0.74819;11.392;-0.77808;0.33703;-0.8408;0.17361;0.23756;0.74578;-0.33315;0.9913;0.2581;-0.73224;-0.78843;140.233;0.34127;-0.31657;-0.31416
0;139.5;14.155;35.658;57.968;26.108;0.9513;0.4126;-1.907;116.195;-249.061;18.347;0.0614;142.044;-0.30356;-135.129;0.38914;0.57572;0.65766;0.5254;0.94435;-0.26413;0.03134;0.11848;0.166;0.61868;-0.26384;-0.1103;0.1161;-0.42158;0.02087;-0.74086
